image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
RSDH08-2-N+-666-49.rsml,55.640053,11.780614,18.091656,3.5587416,5,49.0,10.463198,0.031165645,2.6800227,15,3.324064,0.22160426,0.031165645,86.39572,35,20.0,16.0,0.8
RSDH08-2-N+-711-20.rsml,56.548897,8.55497,14.74135,4.0716414,5,55.0,11.309779,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-2-N--118-209.rsml,47.511032,6.8720245,15.193252,3.0828278,5,43.0,9.124451,0.031165645,3.7981532,9,1.8887819,0.20986466,0.031165645,80.72404,23,14.0,10.0,0.71428573
RSDH08-2-N--162-218.rsml,47.908688,10.066504,13.899878,4.5674047,3,46.0,15.45587,0.031165645,1.9171258,10,1.5410752,0.15410753,0.031165645,81.488075,23,13.0,8.0,0.61538464
RSDH08-2-N--173-253.rsml,66.66313,20.584908,19.60319,3.8127222,3,59.0,20.18183,0.031165645,2.8259404,21,6.117638,0.29131612,0.031165645,71.466194,45,24.0,12.0,0.5
RSDH08-2-N--186-197.rsml,36.917526,3.7866259,7.9004908,4.1917763,5,34.0,7.383505,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-2-N--189-236.rsml,66.61427,20.366749,19.05779,3.2037454,4,61.0,15.587432,0.031165645,3.4141707,18,4.2645473,0.23691927,0.031165645,83.35465,40,22.0,14.0,0.6363636
RSDH08-2-N--234-486.rsml,32.724426,14.460859,7.7602453,3.987491,5,31.0,6.493419,0.031165645,0.0,2,0.25733054,0.12866527,0.031165645,95.322815,9,7.0,5.0,0.71428573
RSDH08-2-N--249-562.rsml,66.52842,11.562454,17.219019,4.1929255,4,56.0,14.332988,0.031165645,2.7653499,21,9.196471,0.43792725,0.031165645,75.87443,46,25.0,14.0,0.56
RSDH08-2-N--372-257.rsml,47.973072,14.071288,13.915461,4.370454,3,44.0,15.097544,0.031165645,2.2650979,11,2.680446,0.2436769,0.031165645,86.811745,25,14.0,8.0,0.5714286
RSDH08-2-N--414-526.rsml,63.5988,15.193252,16.938528,3.1441212,5,59.0,12.354087,0.031165645,5.588262,10,1.8283658,0.18283655,0.031165645,80.86006,25,15.0,10.0,0.6666667
RSDH08-2-N--425-110.rsml,46.3812,8.134233,10.674233,4.1060467,5,44.0,9.27624,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-2-N--48-116.rsml,28.484179,7.791411,9.910675,4.1570516,4,28.0,7.1210446,0.031165645,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
RSDH08-2-N--526-183.rsml,62.977875,13.214233,18.16957,3.869207,5,59.0,12.160386,0.031165645,1.344717,8,2.1759434,0.27199292,0.031165645,71.61447,21,13.0,8.0,0.61538464
RSDH08-2-N--56-125.rsml,45.05398,8.695215,8.928957,4.1420665,5,42.0,8.978709,0.031165645,0.0,1,0.16043498,0.16043498,0.031165645,96.42094,7,6.0,5.0,0.8333333
RSDH08-2-N--613-172.rsml,64.65038,5.6409817,19.618773,3.8367023,5,61.0,12.561733,0.031165645,5.45397,9,1.841716,0.2046351,0.031165645,82.38614,23,14.0,10.0,0.71428573
RSDH08-2-N--652-152.rsml,63.679405,17.437178,15.286749,2.96598,5,60.0,12.436461,0.031165645,1.8028052,8,1.497092,0.18713649,0.031165645,90.438255,21,13.0,7.0,0.53846157
RSDH08-2-N--661-575.rsml,61.903046,20.179754,20.693989,3.82975,3,57.0,19.61571,0.031165645,4.964591,16,3.055923,0.19099519,0.031165645,84.92238,35,19.0,15.0,0.7894737
RSDH08-2-N--685-286.rsml,71.474266,15.536074,20.958897,3.8736577,5,62.0,13.056658,0.031165645,2.2968483,17,6.1909757,0.364175,0.031165645,74.939415,39,22.0,15.0,0.6818182
RSDH08-2-N--95-137.rsml,52.08302,11.842945,18.527975,3.3106225,4,49.0,12.607701,0.031165645,1.619541,8,1.6522073,0.20652589,0.031165645,91.55474,20,12.0,10.0,0.8333333
RSDH08-29-N+-180-461.rsml,121.12957,19.836933,25.836319,4.3050513,5,107.0,22.077448,0.031165645,4.4331603,16,10.74232,0.671395,0.031165645,70.89665,37,21.0,11.0,0.52380955
RSDH08-29-N+-199-349.rsml,65.27517,9.147117,21.379633,3.8774607,6,55.0,9.685305,0.031165645,4.0261893,16,7.1633515,0.44770953,0.031165645,84.591606,38,22.0,13.0,0.59090906
RSDH08-29-N+-207-411.rsml,82.738594,7.993988,19.743435,3.4217675,6,76.0,12.889029,0.031165645,3.012909,12,5.4044275,0.45036906,0.031165645,91.05761,30,18.0,10.0,0.5555556
RSDH08-29-N+-208-89.rsml,78.32409,15.598405,16.73595,3.7260704,5,73.0,15.07787,0.031165645,3.313274,6,2.9347377,0.48912293,0.031165645,81.550514,17,11.0,7.0,0.6363636
RSDH08-29-N+-216-336.rsml,107.20193,18.231901,17.655338,3.4025152,5,84.0,17.024664,0.031165645,3.3211982,63,22.078608,0.3504541,0.031165645,73.08028,131,68.0,31.0,0.45588234
RSDH08-29-N+-32-4.rsml,70.983025,5.9682207,17.078773,3.4451876,5,62.0,12.972762,0.031165645,3.478021,28,6.119212,0.21854326,0.031165645,82.40669,61,33.0,11.0,0.33333334
RSDH08-29-N+-328-356.rsml,36.95099,4.378773,9.786013,3.4257221,4,32.0,8.60657,0.031165645,2.218335,15,2.5247095,0.16831397,0.031165645,83.28274,34,19.0,9.0,0.47368422
RSDH08-29-N+-329-430.rsml,80.125305,19.681105,19.151289,3.4431791,5,75.0,15.48695,0.031165645,1.5148932,10,2.6905575,0.26905578,0.031165645,86.87271,25,15.0,7.0,0.46666667
RSDH08-29-N+-382-71.rsml,65.7815,13.915461,22.314602,4.2051015,5,58.0,12.077295,0.031165645,4.138176,10,5.39502,0.5395021,0.031165645,62.778706,25,15.0,9.0,0.6
RSDH08-29-N+-392-434.rsml,77.74291,8.1498165,20.70957,3.5031142,5,71.0,14.640649,0.031165645,21.177261,9,4.5396695,0.50440776,0.031165645,77.22458,23,14.0,6.0,0.42857143
RSDH08-29-N+-431-78.rsml,84.66371,17.000858,24.652025,NaN,5,69.0,14.33888,0.031165645,4.7005754,39,12.969299,0.3325461,0.031165645,NaN,83,44.0,31.0,0.70454544
RSDH08-29-N+-439-380.rsml,79.5484,14.180368,17.904663,3.7916148,5,72.0,14.855811,0.031165645,2.519484,11,5.2693458,0.47903147,0.031165645,81.38354,27,16.0,6.0,0.375
RSDH08-29-N+-44-35.rsml,59.586445,7.697914,10.954724,4.1607914,5,57.0,11.917289,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-29-N+-547-58.rsml,74.73551,13.977792,18.652637,3.346634,5,64.0,13.412694,0.031165645,3.96438,26,7.67204,0.29507846,0.031165645,76.191505,57,31.0,16.0,0.516129
RSDH08-29-N+-584-453.rsml,75.803246,15.598405,21.519878,3.7635632,6,63.0,10.983992,0.031165645,5.7288666,20,9.899294,0.49496466,0.031165645,76.71822,46,26.0,13.0,0.5
RSDH08-29-N+-61-472.rsml,60.725407,11.687117,21.738037,4.1186094,5,52.0,10.944802,0.031165645,2.496279,7,6.0013876,0.8573412,0.031165645,63.414387,19,12.0,9.0,0.75
RSDH08-29-N+-618-397.rsml,71.60798,17.84233,20.304417,3.7078474,5,59.0,12.402481,0.031165645,5.3840103,18,9.595578,0.5330876,0.031165645,76.47745,41,23.0,9.0,0.39130434
RSDH08-29-N+-622-19.rsml,53.856003,3.1165645,15.317914,4.121492,5,51.0,10.771201,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-29-N+-645-369.rsml,38.784687,8.258896,11.313129,3.7535653,4,38.0,9.651749,0.031165645,0.0,2,0.17769286,0.08884642,0.031165645,89.17287,8,6.0,5.0,0.8333333
RSDH08-29-N+-716-313.rsml,69.21401,18.683804,20.304417,NaN,5,61.0,12.872078,0.031165645,5.2005234,14,4.853636,0.34668827,0.031165645,NaN,33,19.0,9.0,0.47368422
RSDH08-29-N--163-572.rsml,58.175156,16.860613,14.2427,3.7045813,6,53.0,9.490149,0.031165645,8.717616,6,1.2342657,0.20571096,0.031165645,82.273735,18,12.0,6.0,0.5
RSDH08-29-N--184-493.rsml,88.10771,10.892393,19.462946,3.994942,6,78.0,13.369885,0.031165645,2.8619614,29,7.888399,0.27201372,0.031165645,88.8791,64,35.0,15.0,0.42857143
RSDH08-29-N--188-287.rsml,83.44179,15.286749,21.254969,4.296623,6,70.0,12.254487,0.031165645,3.9562092,28,9.914857,0.35410208,0.031165645,78.463264,62,34.0,17.0,0.5
RSDH08-29-N--193-537.rsml,88.39595,20.60049,24.963682,4.2446513,5,67.0,13.867348,0.031165645,3.9578178,33,19.059204,0.5775516,0.031165645,70.34788,71,38.0,25.0,0.65789473
RSDH08-29-N--210-550.rsml,38.30238,2.2750921,12.497423,4.196986,5,36.0,7.660476,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-29-N--230-250.rsml,107.608025,23.483313,26.11681,3.9652283,5,80.0,16.51514,0.031165645,3.1461227,47,25.03233,0.5326027,0.031165645,71.2599,99,52.0,24.0,0.46153846
RSDH08-29-N--231-273.rsml,57.64257,19.198036,17.483927,NaN,4,50.0,13.055683,0.031165645,4.002628,16,5.419839,0.3387399,0.031165645,NaN,36,20.0,11.0,0.55
RSDH08-29-N--287-528.rsml,63.510532,8.492639,15.816565,4.016175,5,61.0,12.7021055,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-29-N--306-557.rsml,81.64405,14.445276,22.18994,3.7423058,3,62.0,20.975151,0.031165645,3.2506263,42,18.718592,0.44568077,0.031165645,74.76303,87,45.0,18.0,0.4
RSDH08-29-N--31-510.rsml,81.59363,10.970306,21.3173,3.1440308,5,69.0,14.11554,0.031165645,3.236162,34,11.015929,0.3239979,0.031165645,80.526825,73,39.0,19.0,0.4871795
RSDH08-29-N--332-105.rsml,62.776127,12.933743,16.595705,3.2030892,4,55.0,14.133306,0.031165645,2.6986527,29,6.242904,0.21527259,0.031165645,78.80892,62,33.0,16.0,0.4848485
RSDH08-29-N--478-186.rsml,82.499855,21.80037,23.919632,3.9509816,5,66.0,13.638769,0.031165645,2.9504147,32,14.306014,0.44706294,0.031165645,79.30483,69,37.0,21.0,0.5675676
RSDH08-29-N--501-193.rsml,58.67862,4.7060122,16.548958,3.9845958,5,52.0,10.885071,0.031165645,2.2467537,20,4.2532578,0.21266286,0.031165645,78.86089,45,25.0,10.0,0.4
RSDH08-29-N--530-156.rsml,41.431652,9.240614,13.089571,3.57966,5,38.0,8.171681,0.031165645,11.140669,5,0.5732429,0.11464858,0.031165645,82.87895,15,10.0,7.0,0.7
RSDH08-29-N--539-176.rsml,61.82922,17.982576,17.374847,3.7843645,4,50.0,13.244897,0.031165645,3.9771996,19,8.849632,0.46577013,0.031165645,77.52722,42,23.0,10.0,0.4347826
RSDH08-29-N--543-121.rsml,83.693245,11.391043,18.637056,3.8743806,6,73.0,12.649313,0.031165645,2.9216776,37,7.797358,0.21073942,0.031165645,82.97835,80,43.0,20.0,0.4651163
RSDH08-29-N--571-143.rsml,82.344246,3.7398772,21.3173,4.0461316,5,71.0,14.530875,0.031165645,7.192548,29,9.689857,0.33413297,0.031165645,72.31179,63,34.0,14.0,0.4117647
RSDH08-29-N--604-283.rsml,111.67913,22.704172,26.755705,3.8782248,5,84.0,17.190489,0.031165645,2.4963846,48,25.726673,0.53597224,0.031165645,72.466,101,53.0,33.0,0.6226415
RSDH08-29-N--64-235.rsml,45.43423,9.396441,10.393743,3.3907156,5,41.0,8.814416,0.031165645,4.153917,10,1.362153,0.13621531,0.031165645,92.750206,25,15.0,8.0,0.53333336
RSDH08-29-N--644-166.rsml,65.35904,16.128222,18.683804,3.424883,5,55.0,11.613056,0.031165645,2.9615984,16,7.293763,0.45586023,0.031165645,69.88935,37,21.0,11.0,0.52380955
RSDH08-29-N--689-202.rsml,58.450737,7.074601,16.751534,3.9747913,4,49.0,12.578428,0.031165645,3.0375736,24,8.137026,0.33904278,0.031165645,66.45344,52,28.0,18.0,0.64285713
RSDH08-44-N+-133-83.rsml,97.577866,12.933743,20.912148,3.9712555,5,82.0,16.84822,0.031165645,3.6477177,29,13.336769,0.45988858,0.031165645,75.84809,63,34.0,14.0,0.4117647
RSDH08-44-N+-177-403.rsml,87.72244,13.229816,22.57951,3.7537363,5,79.0,16.227219,0.031165645,3.2588778,20,6.5863504,0.3293175,0.031165645,81.574135,45,25.0,14.0,0.56
RSDH08-44-N+-204-433.rsml,55.442276,10.736565,17.60859,3.9180586,4,52.0,13.504595,0.031165645,2.4499831,8,1.4239016,0.1779877,0.031165645,79.77264,20,12.0,9.0,0.75
RSDH08-44-N+-229-370.rsml,77.86915,16.704786,18.060492,4.1162505,5,71.0,14.588621,0.031165645,0.910391,10,4.9260445,0.49260446,0.031165645,78.271965,25,15.0,9.0,0.6
RSDH08-44-N+-261-413.rsml,49.234035,16.424295,18.855215,4.067189,3,45.0,15.270063,0.031165645,2.536812,13,3.4238439,0.2633726,0.031165645,82.519325,29,16.0,7.0,0.4375
RSDH08-44-N+-282-57.rsml,67.89583,5.937055,17.639755,3.6486027,5,64.0,13.289953,0.031165645,4.0389447,8,1.446063,0.1807579,0.031165645,86.74075,21,13.0,6.0,0.46153846
RSDH08-44-N+-294-379.rsml,91.34321,16.907362,25.213007,3.7048683,5,76.0,15.615046,0.031165645,2.7039254,39,13.2679825,0.34020466,0.031165645,77.943115,83,44.0,26.0,0.59090906
RSDH08-44-N+-307-432.rsml,52.75075,7.199264,14.990675,3.784459,4,47.0,12.13961,0.031165645,3.7255025,17,4.192317,0.24660689,0.031165645,81.40467,38,21.0,11.0,0.52380955
RSDH08-44-N+-312-29.rsml,21.615862,1.9946012,14.149202,4.6270204,4,19.0,5.292675,0.031165645,2.6472876,2,0.44516116,0.22258058,0.031165645,68.51356,8,6.0,4.0,0.6666667
RSDH08-44-N+-33-295.rsml,52.46732,8.305644,16.361963,3.401658,3,49.0,16.568071,0.031165645,2.9484215,11,2.7631156,0.2511923,0.031165645,74.9204,25,14.0,10.0,0.71428573
RSDH08-44-N+-423-324.rsml,60.618053,12.793497,15.863313,3.1303291,5,57.0,11.972691,0.031165645,6.892214,5,0.754607,0.1509214,0.031165645,83.25389,15,10.0,5.0,0.5
RSDH08-44-N+-477-47.rsml,27.91748,5.0488343,7.744663,4.369452,4,25.0,6.97937,0.031165645,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
RSDH08-44-N+-497-446.rsml,48.703518,5.002086,16.408712,4.4071217,3,47.0,16.182304,0.031165645,0.0,1,0.15660542,0.15660542,0.031165645,79.629845,5,4.0,3.0,0.75
RSDH08-44-N+-535-310.rsml,87.997284,9.069202,17.624172,3.375508,5,75.0,15.646551,0.031165645,2.547871,38,9.764525,0.25696126,0.031165645,78.795525,81,43.0,17.0,0.39534885
RSDH08-44-N+-579-479.rsml,73.59826,10.424908,21.083559,4.4938912,5,69.0,14.284695,0.031165645,5.2771716,5,2.1747859,0.4349572,0.031165645,79.595276,15,10.0,7.0,0.7
RSDH08-44-N+-614-66.rsml,32.20761,6.1863804,8.4614725,3.8053212,5,28.0,6.073451,0.031165645,3.8633204,12,1.8403616,0.15336347,0.031165645,86.73167,29,17.0,11.0,0.64705884
RSDH08-44-N+-672-34.rsml,46.453865,6.217546,13.775215,3.3764992,6,40.0,7.1407046,0.031165645,2.4038286,13,3.6096385,0.27766448,0.031165645,82.638885,32,19.0,10.0,0.5263158
RSDH08-44-N+-677-41.rsml,81.038605,14.429693,24.527363,3.5588522,5,76.0,15.677374,0.031165645,4.54608,5,2.6517353,0.53034705,0.031165645,102.4197,15,10.0,6.0,0.6
RSDH08-44-N+-72-13.rsml,58.186,11.406626,15.878896,4.311446,5,56.0,11.6372,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-44-N+-83-459.rsml,75.745316,13.167485,23.639141,3.9854224,4,70.0,18.08746,0.031165645,4.6631775,6,3.395475,0.56591254,0.031165645,71.29422,16,10.0,8.0,0.8
RSDH08-44-N+-99-332.rsml,37.69623,5.703313,11.9676075,3.9499032,6,34.0,6.2054086,0.031165645,0.0,2,0.4637784,0.2318892,0.031165645,93.17247,10,8.0,6.0,0.75
RSDH08-44-N--10-523.rsml,93.83498,23.000246,23.389816,3.5346303,5,70.0,14.427553,0.031165645,3.162653,51,21.697199,0.42543522,0.031165645,77.251564,107,56.0,26.0,0.4642857
RSDH08-44-N--126-238.rsml,61.236423,15.863313,18.263067,3.6710625,4,50.0,12.887831,0.031165645,3.955678,32,9.685106,0.30265957,0.031165645,89.070076,68,36.0,17.0,0.4722222
RSDH08-44-N--139-560.rsml,68.43489,20.14859,16.67362,3.5185456,5,60.0,12.513961,0.031165645,2.8375585,24,5.8650866,0.24437863,0.031165645,87.640526,53,29.0,18.0,0.62068963
RSDH08-44-N--154-184.rsml,36.464375,9.287362,10.720982,3.0892763,3,35.0,12.008722,0.031165645,0.75900674,4,0.43820348,0.10955088,0.031165645,101.130226,11,7.0,4.0,0.5714286
RSDH08-44-N--200-154.rsml,70.44666,16.315214,16.221718,3.5231445,5,64.0,13.330106,0.031165645,2.4936051,13,3.7961173,0.29200903,0.031165645,78.91316,31,18.0,9.0,0.5
RSDH08-44-N--205-113.rsml,44.33706,3.2879755,11.827362,4.055973,5,42.0,8.867412,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-44-N--228-231.rsml,59.865303,18.153988,18.855215,3.4580717,4,50.0,13.118467,0.031165645,3.1948175,27,7.39143,0.27375665,0.031165645,80.55453,58,31.0,14.0,0.4516129
RSDH08-44-N--233-508.rsml,85.629944,15.613988,19.649939,2.9279616,4,77.0,19.668438,0.031165645,3.1090944,29,6.956216,0.23986955,0.031165645,84.37701,62,33.0,13.0,0.3939394
RSDH08-44-N--26-495.rsml,64.04616,11.546871,19.759018,3.0127797,4,59.0,15.231835,0.031165645,3.112528,8,3.1188254,0.38985315,0.031165645,86.20502,20,12.0,8.0,0.6666667
RSDH08-44-N--29-171.rsml,74.74766,18.66822,19.961596,3.9470704,5,66.0,13.659477,0.031165645,3.4513829,23,6.4502726,0.28044665,0.031165645,80.01025,51,28.0,18.0,0.64285713
RSDH08-44-N--355-569.rsml,64.01251,14.943927,19.60319,3.7469695,5,61.0,12.671491,0.031165645,4.109042,5,0.65506434,0.13101287,0.031165645,86.502716,15,10.0,7.0,0.7
RSDH08-44-N--369-532.rsml,80.687004,16.580122,25.540245,3.3542724,4,65.0,16.814688,0.031165645,5.0492654,36,13.428272,0.37300745,0.031165645,77.22079,76,40.0,22.0,0.55
RSDH08-44-N--452-276.rsml,101.36029,23.327484,19.60319,3.6737335,4,74.0,18.959038,0.031165645,3.5965805,51,25.524168,0.50047386,0.031165645,76.73555,106,55.0,25.0,0.45454547
RSDH08-44-N--514-252.rsml,81.46677,10.627484,20.896564,3.4664588,5,69.0,14.357554,0.031165645,4.356605,31,9.678965,0.31222457,0.031165645,80.82752,67,36.0,14.0,0.3888889
RSDH08-44-N--522-134.rsml,47.898174,7.6667485,16.954111,3.3057823,6,44.0,7.907849,0.031165645,1.603604,5,0.45107785,0.090215564,0.031165645,87.35784,16,11.0,8.0,0.72727275
RSDH08-44-N--597-205.rsml,55.286404,8.445889,16.112638,3.4926672,4,48.0,12.437901,0.031165645,3.5349414,21,5.534802,0.263562,0.031165645,72.91398,46,25.0,12.0,0.48
RSDH08-44-N--601-140.rsml,54.402744,6.949939,19.3227,3.5349143,5,50.0,10.424223,0.031165645,3.4868112,10,2.2816317,0.22816315,0.031165645,80.12798,25,15.0,10.0,0.6666667
RSDH08-44-N--626-262.rsml,82.6248,15.878896,18.434479,4.2046156,5,74.0,15.228577,0.031165645,2.2678566,17,6.4819193,0.3812894,0.031165645,85.37764,39,22.0,11.0,0.5
RSDH08-44-N--686-122.rsml,54.466995,9.240614,21.3173,3.7037878,3,49.0,17.090302,0.031165645,2.1273985,13,3.1960945,0.24585342,0.031165645,78.77447,29,16.0,16.0,1.0
RSDH08-44-N--693-533.rsml,109.34802,11.87411,27.799755,3.5213895,4,85.0,21.784903,0.031165645,3.3401525,57,22.20839,0.3896208,0.031165645,79.48688,118,61.0,28.0,0.45901638
RSDH08-44-N--88-2156.rsml,65.896385,12.154601,16.845032,3.034813,5,56.0,11.565591,0.031165645,2.164548,30,8.068417,0.26894724,0.031165645,86.300644,65,35.0,17.0,0.4857143
RSDH08-47-N+-134-477.rsml,51.614468,8.071902,8.788712,4.3351626,6,48.0,8.602411,0.031165645,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
RSDH08-47-N+-143-389.rsml,39.78786,5.329325,7.9472394,4.0258827,6,37.0,6.5744267,0.031165645,0.0,1,0.34130275,0.34130275,0.031165645,105.55811,8,7.0,6.0,0.85714287
RSDH08-47-N+-172-361.rsml,22.369549,3.0698159,4.643681,3.6408036,5,19.0,4.4156537,0.031165645,0.0,2,0.2912804,0.14564021,0.031165645,98.157906,9,7.0,6.0,0.85714287
RSDH08-47-N+-220-334.rsml,39.601685,6.90319,9.848344,3.3634374,6,35.0,6.3464994,0.031165645,5.603513,7,1.5226886,0.21752694,0.031165645,69.101265,20,13.0,7.0,0.53846157
RSDH08-47-N+-269-92.rsml,32.404522,6.856442,8.679632,4.0053988,5,24.0,5.418409,0.031165645,4.068141,10,5.3124747,0.5312475,0.031165645,79.95439,25,15.0,10.0,0.6666667
RSDH08-47-N+-271-344.rsml,43.63999,6.9811044,8.087484,4.0592737,6,39.0,6.9212065,0.031165645,2.8252382,9,2.1127434,0.23474926,0.031165645,78.21203,24,15.0,9.0,0.6
RSDH08-47-N+-326-466.rsml,31.05754,9.817178,8.383558,3.723668,3,29.0,10.069427,0.031165645,3.6310713,6,0.8492593,0.14154322,0.031165645,91.53202,15,9.0,7.0,0.7777778
RSDH08-47-N+-335-457.rsml,28.528044,6.4824543,6.0773005,4.1105204,5,26.0,5.705609,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-47-N+-418-43.rsml,41.643574,4.1761966,13.260982,3.5734003,4,36.0,9.531457,0.031165645,5.057292,15,3.517748,0.23451655,0.031165645,78.65796,34,19.0,13.0,0.68421054
RSDH08-47-N+-43-357.rsml,28.143612,4.8774233,6.9343557,4.491029,5,26.0,5.6287227,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-47-N+-445-18.rsml,32.894993,7.1680984,8.539387,4.2083287,5,31.0,6.5478325,0.031165645,0.0,1,0.15582822,0.15582822,0.031165645,89.822395,7,6.0,5.0,0.8333333
RSDH08-47-N+-447-27.rsml,40.74511,5.937055,9.4120245,4.0420613,5,38.0,8.073705,0.031165645,0.0,3,0.37658584,0.1255286,0.031165645,66.3882,11,8.0,5.0,0.625
RSDH08-47-N+-489-74.rsml,27.000679,6.498037,6.5915337,4.315469,5,23.0,5.4001355,0.031165645,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
RSDH08-47-N+-494-444.rsml,44.318073,5.313742,8.601718,3.4980516,6,40.0,7.354364,0.031165645,0.0,3,0.19188234,0.063960776,0.031165645,77.57673,12,9.0,6.0,0.6666667
RSDH08-47-N+-525-85.rsml,37.23988,3.4126382,6.40454,3.148665,7,34.0,5.2114825,0.031165645,8.635365,6,0.75950325,0.12658387,0.031165645,93.58871,19,13.0,8.0,0.61538464
